Season,Round,Circuit,Laps,NumParticipants,Driver,DriverNumber,Team,GridPosition,QualifyingPosition,Q1Time,AirTemp,Humidity,Pressure,TrackTemp,WindDirection,WindSpeed,NumPitStops,PitStopLaps,TyreCompounds,ClassificationResult,Points
2018,5,Barcelona,66.0,20,MAG,20,Haas F1 Team,7.0,7.0,78.169,15.1,55.7,1001.8,35.0,84,1.1,1,[32],"['SOFT', 'MEDIUM']",-1.0,8.0
2018,5,Barcelona,66.0,20,SAI,55,Renault,9.0,9.0,78.48,15.1,55.7,1001.8,35.0,84,1.1,1,[25],"['SOFT', 'MEDIUM']",-2.0,6.0
2018,5,Barcelona,66.0,20,ALO,14,McLaren,8.0,8.0,78.276,15.1,55.7,1001.8,35.0,84,1.1,1,[21],"['SUPERSOFT', 'MEDIUM']",0.0,4.0
2018,5,Barcelona,66.0,20,PER,11,Force India,15.0,15.0,78.74,15.1,55.7,1001.8,35.0,84,1.1,2,"[26, 40]","['SOFT', 'MEDIUM', 'SOFT']",-6.0,2.0
2018,5,Barcelona,66.0,20,LEC,16,Sauber,14.0,14.0,78.661,15.1,55.7,1001.8,35.0,84,1.1,1,[20],"['SOFT', 'MEDIUM']",-4.0,1.0
2018,5,Barcelona,66.0,20,STR,18,Williams,18.0,19.0,80.225,15.1,55.7,1001.8,35.0,84,1.1,1,[20],"['SOFT', 'MEDIUM']",-7.0,0.0
2018,5,Barcelona,66.0,20,HAR,28,Toro Rosso,20.0,20.0,,15.1,55.7,1001.8,35.0,84,1.1,2,"[1, 33]","['SOFT', 'MEDIUM', 'MEDIUM']",-8.0,0.0
2018,5,Barcelona,66.0,20,ERI,9,Sauber,17.0,17.0,79.493,15.1,55.7,1001.8,35.0,84,1.1,1,[35],"['MEDIUM', 'SOFT']",-4.0,0.0
2018,5,Barcelona,66.0,20,SIR,35,Williams,19.0,18.0,79.695,15.1,55.7,1001.8,35.0,84,1.1,3,"[1, 24, 41]","['SOFT', 'MEDIUM', 'MEDIUM', 'SUPERSOFT']",-5.0,0.0
2018,5,Barcelona,66.0,20,VAN,2,McLaren,11.0,11.0,78.885,15.1,55.7,1001.8,35.0,84,1.1,1,[34],"['SOFT', 'MEDIUM']",4.0,0.0
2018,6,Monte Carlo,78.0,20,RIC,3,Red Bull Racing,1.0,1.0,72.013,25.3,52.5,1015.7,33.2,179,1.2,1,[17],"['HYPERSOFT', 'ULTRASOFT']",0.0,25.0
2018,6,Monte Carlo,78.0,20,VET,5,Ferrari,2.0,2.0,72.415,25.3,52.5,1015.7,33.2,179,1.2,1,[16],"['HYPERSOFT', 'ULTRASOFT']",0.0,18.0
2018,6,Monte Carlo,78.0,20,HAM,44,Mercedes,3.0,3.0,72.46,25.3,52.5,1015.7,33.2,179,1.2,1,[12],"['HYPERSOFT', 'ULTRASOFT']",0.0,15.0
2018,6,Monte Carlo,78.0,20,RAI,7,Ferrari,4.0,4.0,72.639,25.3,52.5,1015.7,33.2,179,1.2,1,[17],"['HYPERSOFT', 'ULTRASOFT']",0.0,12.0
2018,6,Monte Carlo,78.0,20,BOT,77,Mercedes,5.0,5.0,72.434,25.3,52.5,1015.7,33.2,179,1.2,1,[17],"['HYPERSOFT', 'SUPERSOFT']",0.0,10.0
2018,6,Monte Carlo,78.0,20,OCO,31,Force India,6.0,6.0,73.028,25.3,52.5,1015.7,33.2,179,1.2,1,[23],"['HYPERSOFT', 'SUPERSOFT']",0.0,8.0
2018,6,Monte Carlo,78.0,20,GAS,10,Toro Rosso,10.0,10.0,72.941,25.3,52.5,1015.7,33.2,179,1.2,1,[37],"['HYPERSOFT', 'SUPERSOFT']",-3.0,6.0
2018,6,Monte Carlo,78.0,20,HUL,27,Renault,11.0,11.0,73.065,25.3,52.5,1015.7,33.2,179,1.2,1,[50],"['ULTRASOFT', 'HYPERSOFT']",-3.0,4.0
2018,6,Monte Carlo,78.0,20,VER,33,Red Bull Racing,20.0,20.0,,25.3,52.5,1015.7,33.2,179,1.2,1,[47],"['ULTRASOFT', 'HYPERSOFT']",-11.0,2.0
2018,6,Monte Carlo,78.0,20,SAI,55,Renault,8.0,8.0,72.95,25.3,52.5,1015.7,33.2,179,1.2,1,[16],"['HYPERSOFT', 'ULTRASOFT']",2.0,1.0
2018,6,Monte Carlo,78.0,20,ERI,9,Sauber,16.0,17.0,73.265,25.3,52.5,1015.7,33.2,179,1.2,1,[17],"['ULTRASOFT', 'SUPERSOFT']",-5.0,0.0
2018,6,Monte Carlo,78.0,20,PER,11,Force India,9.0,9.0,72.848,25.3,52.5,1015.7,33.2,179,1.2,1,[21],"['HYPERSOFT', 'SUPERSOFT']",3.0,0.0
2018,6,Monte Carlo,78.0,20,MAG,20,Haas F1 Team,19.0,19.0,73.393,25.3,52.5,1015.7,33.2,179,1.2,1,[17],"['ULTRASOFT', 'SUPERSOFT']",-6.0,0.0
2018,6,Monte Carlo,78.0,20,VAN,2,McLaren,12.0,12.0,72.463,25.3,52.5,1015.7,33.2,179,1.2,2,"[20, 72]","['ULTRASOFT', 'SUPERSOFT', 'HYPERSOFT']",2.0,0.0
2018,6,Monte Carlo,78.0,20,GRO,8,Haas F1 Team,18.0,15.0,72.93,25.3,52.5,1015.7,33.2,179,1.2,2,"[15, 68]","['ULTRASOFT', 'SUPERSOFT', 'HYPERSOFT']",-3.0,0.0
2018,6,Monte Carlo,78.0,20,SIR,35,Williams,13.0,13.0,72.706,25.3,52.5,1015.7,33.2,179,1.2,3,"[7, 19, 49]","['HYPERSOFT', 'HYPERSOFT', 'ULTRASOFT', 'SUPERSOFT']",3.0,0.0
2018,6,Monte Carlo,78.0,20,STR,18,Williams,17.0,18.0,73.323,25.3,52.5,1015.7,33.2,179,1.2,3,"[9, 34, 59]","['ULTRASOFT', 'SUPERSOFT', 'HYPERSOFT', 'HYPERSOFT']",0.0,0.0
2018,6,Monte Carlo,78.0,20,LEC,16,Sauber,14.0,14.0,72.829,25.3,52.5,1015.7,33.2,179,1.2,1,[14],"['ULTRASOFT', 'SUPERSOFT']",4.0,0.0
2018,6,Monte Carlo,78.0,20,HAR,28,Toro Rosso,15.0,16.0,73.179,25.3,52.5,1015.7,33.2,179,1.2,1,[13],"['HYPERSOFT', 'ULTRASOFT']",4.0,0.0
2018,6,Monte Carlo,78.0,20,ALO,14,McLaren,7.0,7.0,72.657,25.3,52.5,1015.7,33.2,179,1.2,1,[19],"['HYPERSOFT', 'SUPERSOFT']",13.0,0.0
2018,7,Montréal,70.0,20,VET,5,Ferrari,1.0,1.0,71.71,20.5,28.3,1018.1,41.5,14,2.2,1,[37],"['ULTRASOFT', 'SUPERSOFT']",0.0,25.0
2018,7,Montréal,70.0,20,BOT,77,Mercedes,2.0,2.0,71.95,20.5,28.3,1018.1,41.5,14,2.2,1,[36],"['ULTRASOFT', 'SUPERSOFT']",0.0,18.0
2018,7,Montréal,70.0,20,VER,33,Red Bull Racing,3.0,3.0,72.008,20.5,28.3,1018.1,41.5,14,2.2,1,[16],"['HYPERSOFT', 'SUPERSOFT']",0.0,15.0
2018,7,Montréal,70.0,20,RIC,3,Red Bull Racing,6.0,6.0,72.459,20.5,28.3,1018.1,41.5,14,2.2,1,[17],"['HYPERSOFT', 'SUPERSOFT']",-2.0,12.0
2018,7,Montréal,70.0,20,HAM,44,Mercedes,4.0,4.0,71.835,20.5,28.3,1018.1,41.5,14,2.2,1,[16],"['ULTRASOFT', 'SUPERSOFT']",1.0,10.0
2018,7,Montréal,70.0,20,RAI,7,Ferrari,5.0,5.0,71.725,20.5,28.3,1018.1,41.5,14,2.2,1,[32],"['ULTRASOFT', 'SUPERSOFT']",1.0,8.0
2018,7,Montréal,70.0,20,HUL,27,Renault,7.0,7.0,72.795,20.5,28.3,1018.1,41.5,14,2.2,1,[13],"['HYPERSOFT', 'SUPERSOFT']",0.0,6.0
2018,7,Montréal,70.0,20,SAI,55,Renault,9.0,9.0,72.689,20.5,28.3,1018.1,41.5,14,2.2,1,[14],"['HYPERSOFT', 'SUPERSOFT']",-1.0,4.0
2018,7,Montréal,70.0,20,OCO,31,Force India,8.0,8.0,72.577,20.5,28.3,1018.1,41.5,14,2.2,1,[11],"['HYPERSOFT', 'SUPERSOFT']",1.0,2.0
2018,7,Montréal,70.0,20,LEC,16,Sauber,13.0,13.0,72.945,20.5,28.3,1018.1,41.5,14,2.2,1,[19],"['ULTRASOFT', 'SUPERSOFT']",-3.0,1.0
2018,7,Montréal,70.0,20,GAS,10,Toro Rosso,16.0,16.0,73.047,20.5,28.3,1018.1,41.5,14,2.2,1,[23],"['HYPERSOFT', 'SUPERSOFT']",-5.0,0.0
2018,7,Montréal,70.0,20,GRO,8,Haas F1 Team,20.0,20.0,,20.5,28.3,1018.1,41.5,14,2.2,1,[48],"['ULTRASOFT', 'SUPERSOFT']",-8.0,0.0
2018,7,Montréal,70.0,20,MAG,20,Haas F1 Team,11.0,11.0,72.68,20.5,28.3,1018.1,41.5,14,2.2,1,[22],"['ULTRASOFT', 'SUPERSOFT']",2.0,0.0
2018,7,Montréal,70.0,20,PER,11,Force India,10.0,10.0,72.702,20.5,28.3,1018.1,41.5,14,2.2,2,"[9, 44]","['HYPERSOFT', 'SUPERSOFT', 'SUPERSOFT']",4.0,0.0
2018,7,Montréal,70.0,20,ERI,9,Sauber,19.0,19.0,74.593,20.5,28.3,1018.1,41.5,14,2.2,1,[1],['SUPERSOFT'],-4.0,0.0
2018,7,Montréal,70.0,20,VAN,2,McLaren,15.0,15.0,72.998,20.5,28.3,1018.1,41.5,14,2.2,2,"[1, 48]","['SUPERSOFT', 'HYPERSOFT']",1.0,0.0
2018,7,Montréal,70.0,20,SIR,35,Williams,18.0,18.0,73.643,20.5,28.3,1018.1,41.5,14,2.2,1,[26],"['SUPERSOFT', 'ULTRASOFT']",-1.0,0.0
2018,7,Montréal,70.0,20,ALO,14,McLaren,14.0,14.0,72.979,20.5,28.3,1018.1,41.5,14,2.2,1,[18],"['ULTRASOFT', 'SUPERSOFT']",4.0,0.0
2018,8,Le Castellet,53.0,20,HAM,44,Mercedes,1.0,1.0,91.271,25.0,48.6,966.4,44.3,116,2.5,1,[33],"['SUPERSOFT', 'SOFT']",0.0,25.0
2018,8,Le Castellet,53.0,20,VER,33,Red Bull Racing,4.0,4.0,91.531,25.0,48.6,966.4,44.3,116,2.5,1,[25],"['SUPERSOFT', 'SOFT']",-2.0,18.0
2018,8,Le Castellet,53.0,20,RAI,7,Ferrari,6.0,6.0,91.567,25.0,48.6,966.4,44.3,116,2.5,1,[34],"['ULTRASOFT', 'SUPERSOFT']",-3.0,15.0
2018,8,Le Castellet,53.0,20,RIC,3,Red Bull Racing,5.0,5.0,91.91,25.0,48.6,966.4,44.3,116,2.5,1,[28],"['SUPERSOFT', 'SOFT']",-1.0,12.0
2018,8,Le Castellet,53.0,20,VET,5,Ferrari,3.0,3.0,91.82,25.0,48.6,966.4,44.3,116,2.5,2,"[1, 40]","['SOFT', 'ULTRASOFT']",2.0,10.0
2018,8,Le Castellet,53.0,20,MAG,20,Haas F1 Team,9.0,9.0,92.169,25.0,48.6,966.4,44.3,116,2.5,1,[28],"['ULTRASOFT', 'SOFT']",-3.0,8.0
2018,8,Le Castellet,53.0,20,BOT,77,Mercedes,2.0,2.0,91.776,25.0,48.6,966.4,44.3,116,2.5,2,"[1, 39]","['SOFT', 'SUPERSOFT']",5.0,6.0
2018,8,Le Castellet,53.0,20,SAI,55,Renault,7.0,7.0,92.394,25.0,48.6,966.4,44.3,116,2.5,1,[26],"['ULTRASOFT', 'SOFT']",1.0,4.0
2018,8,Le Castellet,53.0,20,HUL,27,Renault,12.0,12.0,92.949,25.0,48.6,966.4,44.3,116,2.5,1,[37],"['SOFT', 'ULTRASOFT']",-3.0,2.0
2018,8,Le Castellet,53.0,20,LEC,16,Sauber,8.0,8.0,92.538,25.0,48.6,966.4,44.3,116,2.5,1,[31],"['ULTRASOFT', 'SUPERSOFT']",2.0,1.0
2018,8,Le Castellet,53.0,20,GRO,8,Haas F1 Team,10.0,10.0,92.083,25.0,48.6,966.4,44.3,116,2.5,1,[34],"['ULTRASOFT', 'SUPERSOFT']",1.0,0.0
